"","edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"2878","edible","flat","fibrous","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","solitary","wood"
"2879","edible","flat","fibrous","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","wood"
"2880","edible","convex","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","solitary","wood"
"2881","edible","convex","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","several","wood"
"2882","edible","convex","scaly","white","no","none","free","crowded","broad","black","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"2883","edible","convex","smooth","brown","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","black","several","wood"
"2884","edible","convex","smooth","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","solitary","wood"
"2885","edible","flat","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","several","wood"
"2886","edible","convex","fibrous","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","black","solitary","wood"
"2887","edible","flat","fibrous","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","black","several","wood"
"2888","poisonous","convex","scaly","gray","no","creosote","free","close","narrow","brown","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"2889","edible","flat","smooth","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","several","wood"
"2890","edible","convex","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","several","wood"
"2891","edible","convex","fibrous","brown","no","none","free","crowded","broad","black","tapering","equal","smooth","smooth","purple","purple","partial","white","one","evanescent","black","abundant","grasses"
"2892","edible","convex","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","solitary","wood"
"2893","poisonous","convex","fibrous","white","no","creosote","free","crowded","narrow","purple","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"2894","edible","convex","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","several","wood"
"2895","edible","flat","fibrous","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","several","wood"
"2896","edible","flat","fibrous","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","several","wood"
"2897","edible","convex","smooth","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","several","wood"
"2898","edible","flat","fibrous","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","several","wood"
"2899","edible","convex","fibrous","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","solitary","wood"
"2900","edible","flat","smooth","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","several","wood"
"2901","edible","convex","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","solitary","wood"
"2902","edible","flat","smooth","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","solitary","wood"
"2903","edible","convex","fibrous","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","brown","several","wood"
"2904","poisonous","convex","fibrous","gray","no","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","green","partial","white","one","large","chocolate","solitary","paths"
"2905","edible","convex","smooth","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","solitary","wood"
"2906","edible","convex","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"2907","edible","convex","fibrous","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","black","solitary","wood"
"2908","edible","convex","fibrous","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","solitary","wood"
"2909","edible","convex","fibrous","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","solitary","wood"
"2910","edible","convex","fibrous","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","solitary","wood"
"2911","edible","flat","fibrous","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","solitary","wood"
"2912","edible","convex","smooth","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","wood"
"2913","edible","convex","fibrous","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","several","wood"
"2914","edible","convex","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","several","wood"
"2915","edible","convex","fibrous","brown","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","black","solitary","wood"
"2916","edible","convex","smooth","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","several","wood"
"2917","edible","convex","smooth","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","solitary","wood"
"2918","edible","flat","fibrous","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","solitary","wood"
"2919","edible","convex","fibrous","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","solitary","wood"
"2920","edible","flat","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","brown","several","wood"
"2921","edible","convex","smooth","brown","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","solitary","wood"
"2922","edible","convex","smooth","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","several","wood"
"2923","edible","flat","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","solitary","wood"
"2924","edible","convex","fibrous","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","solitary","wood"
"2925","edible","convex","smooth","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","solitary","wood"
"2926","edible","convex","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","solitary","wood"
"2927","poisonous","convex","fibrous","gray","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","solitary","paths"
"2928","edible","convex","fibrous","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","several","wood"
"2929","edible","convex","fibrous","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","solitary","wood"
"2930","edible","convex","fibrous","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"2931","edible","convex","fibrous","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","several","wood"
"2932","edible","flat","fibrous","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","solitary","wood"
"2933","edible","convex","smooth","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","solitary","wood"
"2934","edible","convex","fibrous","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","several","wood"
"2935","edible","convex","smooth","brown","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","several","wood"
"2936","edible","flat","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"2937","edible","flat","fibrous","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","several","wood"
"2938","poisonous","convex","fibrous","gray","no","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","green","buff","partial","white","one","large","chocolate","several","paths"
"2939","edible","convex","fibrous","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","brown","solitary","wood"
"2940","edible","convex","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","solitary","wood"
"2941","edible","convex","fibrous","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","several","wood"
"2942","edible","convex","fibrous","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","brown","several","wood"
"2943","edible","flat","fibrous","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","solitary","wood"
"2944","edible","convex","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","brown","several","wood"
"2945","edible","convex","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","several","wood"
"2946","edible","convex","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","solitary","wood"
"2947","edible","flat","fibrous","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","solitary","wood"
"2948","edible","convex","fibrous","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","several","wood"
"2949","edible","convex","smooth","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","brown","several","wood"
"2950","edible","convex","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"2951","edible","convex","fibrous","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","solitary","wood"
"2952","edible","convex","smooth","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","brown","several","wood"
"2953","edible","convex","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","solitary","wood"
"2954","edible","flat","fibrous","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","solitary","wood"
"2955","edible","convex","fibrous","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","brown","solitary","wood"
"2956","edible","flat","fibrous","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","several","wood"
"2957","edible","convex","smooth","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","black","solitary","wood"
"2958","edible","convex","fibrous","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","black","solitary","wood"
"2959","edible","convex","fibrous","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","solitary","wood"
"2960","edible","convex","fibrous","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","black","several","wood"
"2961","edible","convex","fibrous","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","black","several","wood"
"2962","edible","convex","smooth","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","solitary","wood"
"2963","edible","convex","smooth","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","solitary","wood"
"2964","edible","flat","fibrous","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","brown","solitary","wood"
"2965","edible","convex","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","solitary","wood"
"2966","edible","convex","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","brown","several","wood"
"2967","edible","flat","fibrous","gray","no","none","free","crowded","broad","brown","tapering","equal","fibrous","smooth","purple","purple","partial","white","one","evanescent","brown","scattered","grasses"
"2968","edible","convex","smooth","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","several","wood"
"2969","edible","convex","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","wood"
"2970","edible","flat","fibrous","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","solitary","wood"
"2971","edible","flat","fibrous","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","solitary","wood"
"2972","edible","convex","fibrous","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","several","wood"
"2973","edible","convex","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","black","several","wood"
"2974","edible","convex","fibrous","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","solitary","wood"
"2975","edible","flat","fibrous","brown","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","brown","solitary","wood"
"2976","edible","convex","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","solitary","wood"
"2977","edible","convex","smooth","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","several","wood"
"2978","edible","convex","fibrous","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","solitary","wood"
"2979","edible","convex","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","solitary","wood"
"2980","edible","convex","fibrous","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","brown","several","wood"
"2981","edible","convex","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","several","wood"
"2982","edible","convex","fibrous","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","brown","several","wood"
"2983","edible","convex","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","several","wood"
"2984","edible","convex","fibrous","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"2985","edible","convex","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","solitary","wood"
"2986","edible","flat","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","solitary","wood"
"2987","edible","convex","fibrous","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","solitary","wood"
"2988","edible","convex","fibrous","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","several","wood"
"2989","edible","convex","fibrous","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","solitary","wood"
"2990","edible","flat","fibrous","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"2991","poisonous","convex","fibrous","gray","no","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","wood"
"2992","edible","convex","fibrous","brown","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"2993","edible","convex","smooth","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","wood"
"2994","edible","flat","fibrous","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","wood"
"2995","edible","convex","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"2996","edible","flat","fibrous","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","several","wood"
"2997","edible","convex","smooth","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","solitary","wood"
"2998","edible","convex","smooth","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","solitary","wood"
"2999","edible","convex","smooth","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","black","several","wood"
"3000","edible","convex","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","several","wood"
"3001","edible","convex","smooth","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","several","wood"
"3002","poisonous","convex","smooth","yellow","no","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","paths"
"3003","edible","flat","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","wood"
"3004","poisonous","convex","fibrous","gray","no","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","solitary","wood"
"3005","poisonous","convex","fibrous","gray","no","creosote","free","crowded","narrow","gray","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","wood"
"3006","edible","flat","fibrous","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","brown","solitary","wood"
"3007","edible","flat","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","several","wood"
"3008","edible","flat","smooth","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","solitary","wood"
"3009","edible","flat","fibrous","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","black","solitary","wood"
"3010","poisonous","convex","fibrous","gray","no","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","green","green","partial","white","one","large","chocolate","solitary","paths"
"3011","edible","flat","fibrous","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"3012","edible","flat","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","black","solitary","wood"
"3013","edible","flat","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","brown","solitary","wood"
"3014","poisonous","convex","fibrous","white","no","creosote","free","close","narrow","pink","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","wood"
"3015","edible","convex","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","brown","solitary","wood"
"3016","edible","flat","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"3017","poisonous","convex","fibrous","gray","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","green","brown","partial","white","one","large","chocolate","several","grasses"
"3018","poisonous","convex","fibrous","gray","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","green","buff","partial","white","one","large","chocolate","solitary","paths"
"3019","edible","flat","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","brown","several","wood"
"3020","edible","flat","smooth","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","black","several","wood"
"3021","edible","flat","fibrous","brown","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","several","wood"
"3022","edible","flat","fibrous","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","several","wood"
"3023","edible","flat","fibrous","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","solitary","wood"
"3024","edible","flat","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","several","wood"
"3025","edible","flat","smooth","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","solitary","wood"
"3026","edible","flat","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","black","several","wood"
"3027","poisonous","convex","fibrous","pink","no","creosote","free","crowded","narrow","purple","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","wood"
"3028","poisonous","convex","fibrous","gray","no","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","solitary","wood"
"3029","edible","flat","fibrous","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","solitary","wood"
"3030","edible","flat","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","several","wood"
"3031","edible","flat","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","purple","partial","white","one","pendant","black","several","wood"
"3032","edible","flat","fibrous","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","solitary","wood"
"3033","edible","flat","fibrous","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","solitary","wood"
"3034","edible","flat","smooth","red","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","brown","several","wood"
"3035","poisonous","flat","fibrous","gray","no","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","green","partial","white","one","large","chocolate","several","paths"
"3036","edible","flat","smooth","brown","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","solitary","wood"
"3037","edible","flat","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","brown","several","wood"
"3038","poisonous","convex","fibrous","gray","no","creosote","free","close","narrow","pink","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","wood"
"3039","edible","flat","fibrous","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","solitary","wood"
"3040","edible","flat","smooth","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","several","wood"
"3041","poisonous","convex","smooth","yellow","no","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","green","partial","white","one","large","chocolate","several","grasses"
"3042","poisonous","flat","fibrous","yellow","no","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","green","green","partial","white","one","large","chocolate","several","wood"
"3043","edible","flat","smooth","brown","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","gray","partial","white","one","pendant","black","several","wood"
"3044","edible","flat","smooth","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","black","several","wood"
"3045","edible","flat","smooth","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"3046","edible","flat","smooth","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"3047","edible","convex","smooth","red","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","several","wood"
"3048","poisonous","convex","scaly","pink","no","creosote","free","crowded","narrow","brown","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","several","wood"
"3049","edible","flat","smooth","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","solitary","wood"
"3050","edible","convex","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","green","purple","partial","white","one","pendant","black","several","wood"
"3051","edible","flat","fibrous","red","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","black","solitary","wood"
"3052","edible","flat","smooth","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","several","wood"
"3053","poisonous","convex","scaly","white","no","creosote","free","close","narrow","pink","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"3054","edible","flat","fibrous","gray","yes","none","free","close","broad","white","tapering","bulbous","smooth","smooth","purple","gray","partial","white","one","pendant","brown","several","wood"
"3055","edible","flat","smooth","gray","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","solitary","wood"
"3056","edible","flat","smooth","gray","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","green","green","partial","white","one","pendant","brown","several","wood"
"3057","edible","flat","smooth","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"3058","poisonous","convex","scaly","gray","no","creosote","free","close","narrow","purple","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","wood"
"3059","poisonous","convex","fibrous","pink","no","creosote","free","close","narrow","brown","enlarging","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","wood"
"3060","edible","flat","smooth","red","yes","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","solitary","wood"
