MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Lot_Config,Land_Slope,Condition_1,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Fence,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Price,Longitude,Latitude
Two_Story_1946_and_Newer,Residential_Low_Density,0,11000,Pave,No_Alley_Access,Regular,Lvl,FR2,Gtl,Norm,OneFam,Two_Story,Average,2000,2000,Hip,VinylSd,VinylSd,BrkFace,295,Typical,PConc,Typical,Mn,Unf,7,Unf,0,1519,1519,Excellent,Y,SBrkr,1533,639,2172,0,0,2,1,4,1,8,Typ,1,BuiltIn,RFn,3,687,Typical,Paved,162,153,0,0,0,0,No_Fence,0,6,2008,WD,291000,-93.650932,42.055777
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,136,11675,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,1998,1998,Gable,VinylSd,VinylSd,BrkFace,495,Typical,PConc,Typical,Av,GLQ,3,Unf,0,322,1982,Excellent,Y,SBrkr,2006,0,2006,1,0,2,0,2,1,5,Typ,1,Attchd,Fin,3,938,Typical,Paved,144,33,0,0,0,0,No_Fence,0,7,2008,WD,350000,-93.651562,42.0522319
Two_Story_1946_and_Newer,Residential_Low_Density,0,11929,Pave,No_Alley_Access,Slightly_Irregular,Lvl,CulDSac,Gtl,Norm,OneFam,Two_Story,Good,1995,1995,Gable,VinylSd,VinylSd,BrkFace,466,Typical,PConc,Typical,Av,Unf,7,Unf,0,1242,1242,Excellent,Y,SBrkr,1251,1250,2501,0,0,2,1,4,1,9,Typ,1,Attchd,RFn,3,751,Typical,Paved,192,87,0,0,0,0,No_Fence,0,6,2008,WD,290000,-93.656036,42.050383
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91,10437,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Above_Average,1995,1995,Hip,MetalSd,MetalSd,BrkFace,660,Good,PConc,Typical,Gd,GLQ,3,Unf,0,413,2109,Excellent,Y,SBrkr,2113,0,2113,1,0,2,1,2,1,7,Typ,1,Attchd,Fin,3,839,Typical,Paved,236,46,0,0,0,0,No_Fence,0,8,2008,WD,350000,-93.653929,42.05162
Two_Story_1946_and_Newer,Residential_Low_Density,96,10542,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,1993,1994,Hip,Wd Sdng,ImStucc,BrkFace,651,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,138,1311,Excellent,Y,SBrkr,1325,1093,2418,1,0,2,1,3,1,9,Typ,1,Attchd,RFn,3,983,Typical,Paved,250,154,216,0,0,0,No_Fence,0,8,2008,WD,341000,-93.65579,42.049501
Two_Story_1946_and_Newer,Residential_Low_Density,91,10010,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,1993,1994,Hip,VinylSd,VinylSd,BrkFace,320,Typical,PConc,Typical,Av,BLQ,2,GLQ,852,0,1080,Excellent,Y,SBrkr,1108,1089,2197,1,0,2,1,4,1,9,Typ,1,Attchd,Fin,3,783,Typical,Paved,385,99,0,0,0,0,No_Fence,0,7,2008,WD,287500,-93.653908,42.049696
Two_Story_1946_and_Newer,Residential_Low_Density,81,10944,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,1994,1994,Gable,VinylSd,VinylSd,BrkFace,448,Typical,PConc,Typical,No,GLQ,3,Unf,0,223,1223,Excellent,Y,SBrkr,1223,904,2127,1,0,2,1,3,1,5,Typ,2,Attchd,RFn,2,525,Typical,Paved,171,132,0,0,0,0,No_Fence,0,8,2008,WD,271000,-93.65180099999999,42.050692
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91,14303,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Corner,Gtl,Norm,OneFam,One_Story,Average,1994,1994,Hip,HdBoard,HdBoard,BrkFace,554,Typical,PConc,Typical,Gd,GLQ,3,Unf,0,672,1986,Excellent,Y,SBrkr,1987,0,1987,1,0,2,0,2,1,7,Typ,1,Attchd,Fin,2,691,Typical,Paved,262,36,0,0,0,0,No_Fence,0,8,2008,WD,301500,-93.650996,42.049484
Two_Story_1946_and_Newer,Residential_Low_Density,86,14598,Pave,No_Alley_Access,Slightly_Irregular,Lvl,CulDSac,Gtl,Feedr,OneFam,Two_Story,Average,2007,2007,Gable,VinylSd,VinylSd,Stone,74,Typical,PConc,Typical,Mn,Unf,7,Unf,0,894,894,Excellent,Y,SBrkr,894,1039,1933,0,0,2,1,4,1,9,Typ,1,BuiltIn,Fin,3,668,Typical,Paved,100,18,0,0,0,0,No_Fence,0,1,2008,WD,214000,-93.644145,42.055157
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,13253,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,RRAn,OneFam,One_Story,Average,2006,2006,Gable,VinylSd,VinylSd,BrkFace,128,Typical,PConc,Typical,No,GLQ,3,Unf,0,482,1578,Good,Y,SBrkr,1578,0,1578,1,0,2,0,3,1,7,Typ,1,Attchd,Unf,3,642,Typical,Paved,0,26,0,0,0,0,No_Fence,0,5,2008,WD,240000,-93.642108,42.054415
Two_Story_1946_and_Newer,Residential_Low_Density,73,9801,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2007,2007,Gable,VinylSd,VinylSd,Stone,156,Typical,PConc,Typical,Av,Unf,7,Unf,0,1341,1341,Excellent,Y,SBrkr,1341,520,1861,0,0,3,0,3,1,7,Typ,1,BuiltIn,RFn,3,851,Typical,Paved,144,60,0,0,0,0,No_Fence,0,7,2008,WD,257000,-93.64403,42.055517
Two_Story_1946_and_Newer,Floating_Village_Residential,75,9803,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2005,2005,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,466,866,Good,Y,SBrkr,866,902,1768,0,0,2,1,3,1,7,Typ,0,Attchd,RFn,2,603,Typical,Paved,0,108,0,0,0,0,No_Fence,0,2,2008,WD,226700,-93.643836,42.052278
Two_Story_1946_and_Newer,Floating_Village_Residential,85,10625,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2005,2005,Gable,CemntBd,CmentBd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,1026,1026,Excellent,Y,SBrkr,1026,932,1958,0,0,2,1,3,1,9,Typ,1,Attchd,Fin,3,936,Typical,Paved,154,210,0,0,0,0,No_Fence,0,7,2008,WD,250000,-93.640924,42.052275
Two_Story_1946_and_Newer,Floating_Village_Residential,65,8125,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Above_Average,2007,2007,Gable,CemntBd,CmentBd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,813,813,Excellent,Y,SBrkr,822,843,1665,0,0,2,1,3,1,7,Typ,0,Attchd,RFn,2,562,Typical,Paved,0,0,0,0,0,0,No_Fence,0,5,2008,WD,205950,-93.643692,42.05138
One_Story_1946_and_Newer_All_Styles,Floating_Village_Residential,85,10625,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,2007,2007,Gable,VinylSd,VinylSd,BrkFace,292,Typical,PConc,Typical,Av,Unf,7,Unf,0,1660,1660,Excellent,Y,SBrkr,1660,0,1660,0,0,2,0,3,1,7,Typ,1,Attchd,Fin,3,660,Typical,Paved,133,120,0,0,0,0,No_Fence,0,6,2008,WD,256000,-93.641651,42.052173
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,7500,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,2004,2005,Gable,VinylSd,VinylSd,BrkFace,120,Typical,PConc,Typical,No,GLQ,3,Unf,0,400,1080,Excellent,Y,SBrkr,1080,0,1080,1,0,1,0,3,1,6,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,0,0,0,0,0,0,No_Fence,0,4,2008,WD,141000,-93.692497,42.037836
Two_Story_1946_and_Newer,Residential_Low_Density,67,12774,Pave,No_Alley_Access,Regular,Lvl,FR2,Gtl,Norm,OneFam,Two_Story,Average,2003,2004,Gable,VinylSd,VinylSd,BrkFace,95,Typical,PConc,Typical,Av,Unf,7,Unf,0,835,835,Excellent,Y,SBrkr,835,828,1663,0,0,2,1,3,1,8,Typ,0,Attchd,RFn,2,478,Typical,Paved,168,68,0,0,0,0,No_Fence,0,7,2008,WD,192500,-93.691695,42.035132
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,13072,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,RRAe,OneFam,One_Story,Average,2005,2006,Gable,VinylSd,VinylSd,BrkFace,126,Typical,PConc,Good,No,GLQ,3,Unf,0,1095,1175,Excellent,Y,SBrkr,1175,0,1175,1,0,1,0,3,1,6,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,0,90,0,0,0,0,No_Fence,0,6,2008,WD,146000,-93.691836,42.037918
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,66,13695,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,RRAe,OneFam,One_Story,Average,2004,2004,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,468,1114,Excellent,Y,SBrkr,1114,0,1114,1,0,1,1,3,1,6,Typ,0,Detchd,Unf,2,576,Typical,Paved,0,102,0,0,0,0,No_Fence,0,6,2008,WD,159000,-93.690761,42.037806
Two_Story_1946_and_Newer,Residential_Low_Density,65,8366,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2004,2004,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,798,798,Excellent,Y,SBrkr,798,842,1640,0,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,520,Typical,Paved,138,45,0,0,0,0,No_Fence,0,12,2008,WD,173000,-93.691246,42.036525
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,81,9260,Pave,No_Alley_Access,Regular,Lvl,Corner,Gtl,Norm,OneFam,One_Story,Average,2007,2007,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Mn,Unf,7,Unf,0,1162,1162,Excellent,Y,SBrkr,1162,0,1162,0,0,2,0,3,1,6,Typ,0,Attchd,Fin,2,483,Typical,Paved,0,32,0,0,0,0,No_Fence,0,3,2008,WD,170000,-93.69124,42.037258
Two_Story_1946_and_Newer,Residential_Low_Density,65,8453,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,1995,1995,Gable,VinylSd,VinylSd,BrkFace,38,Typical,PConc,Typical,No,GLQ,3,Unf,0,392,754,Excellent,Y,SBrkr,754,855,1609,0,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,525,Typical,Paved,0,70,0,0,0,0,No_Fence,0,4,2008,WD,182000,-93.689769,42.035875
Two_Story_1946_and_Newer,Residential_Low_Density,50,8480,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,1993,1994,Gable,HdBoard,HdBoard,BrkFace,120,Typical,PConc,Typical,No,GLQ,3,Unf,0,284,886,Excellent,Y,SBrkr,886,794,1680,0,1,2,1,3,1,7,Typ,0,Attchd,RFn,2,474,Typical,Paved,144,96,0,0,0,0,No_Fence,0,10,2008,WD,163000,-93.689024,42.035878
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,65,8125,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,1994,1998,Gable,HdBoard,HdBoard,BrkFace,258,Typical,PConc,Typical,No,GLQ,3,Unf,0,270,1408,Excellent,Y,SBrkr,1679,0,1679,1,0,2,0,3,1,7,Typ,1,Attchd,RFn,2,575,Typical,Paved,224,42,0,0,0,0,No_Fence,0,10,2008,WD,193500,-93.688981,42.035878
Two_Story_1946_and_Newer,Residential_Low_Density,43,14565,Pave,No_Alley_Access,Moderately_Irregular,Lvl,CulDSac,Gtl,Norm,OneFam,Two_Story,Average,1994,1995,Gable,VinylSd,VinylSd,BrkFace,145,Typical,PConc,Typical,Av,GLQ,3,Unf,0,295,832,Excellent,Y,SBrkr,832,825,1657,0,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,483,Typical,Paved,144,74,0,0,0,0,No_Fence,2000,11,2008,WD,189000,-93.689801,42.034988
Two_Story_1946_and_Newer,Residential_Low_Density,65,8450,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2001,2001,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,355,827,Excellent,Y,SBrkr,827,850,1677,1,0,2,1,3,1,7,Typ,0,Attchd,RFn,2,627,Typical,Paved,0,68,0,0,0,0,No_Fence,0,9,2008,WD,190500,-93.688803,42.036089
Two_Story_1946_and_Newer,Residential_Low_Density,75,8285,Pave,No_Alley_Access,Regular,Lvl,Corner,Gtl,Norm,OneFam,Two_Story,Average,1992,1992,Gable,HdBoard,HdBoard,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,439,836,Good,Y,SBrkr,844,893,1737,0,1,2,1,3,1,7,Typ,0,Attchd,Fin,2,506,Typical,Paved,192,85,0,0,0,0,No_Fence,0,5,2008,WD,175000,-93.687819,42.034535
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,7153,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,1991,1991,Gable,HdBoard,HdBoard,BrkFace,88,Typical,CBlock,Typical,No,GLQ,3,Unf,0,78,1278,Good,Y,SBrkr,1294,0,1294,1,0,2,0,3,1,6,Typ,0,Attchd,RFn,2,496,Typical,Paved,112,51,0,0,0,0,Good_Wood,0,6,2008,WD,179200,-93.687831,42.035666
One_Story_PUD_1946_and_Newer,Residential_Low_Density,50,8012,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,1993,1994,Gable,Plywood,Plywood,None,0,Typical,PConc,Typical,No,LwQ,4,GLQ,841,598,1604,Excellent,Y,SBrkr,1617,0,1617,1,0,2,0,2,1,5,Typ,1,Attchd,RFn,2,533,Typical,Paved,0,69,0,0,0,0,No_Fence,0,7,2008,WD,193000,-93.686428,42.036501
One_Story_PUD_1946_and_Newer,Residential_Low_Density,55,7892,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,1993,1993,Gable,Plywood,Plywood,None,0,Typical,PConc,Typical,No,GLQ,3,Unf,0,899,1199,Excellent,Y,SBrkr,1199,0,1199,0,0,2,0,2,1,5,Typ,0,Attchd,RFn,2,530,Typical,Paved,0,63,0,0,0,0,No_Fence,0,3,2008,WD,153900,-93.686278,42.036466
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9100,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,RRAe,OneFam,One_Story,Average,1963,1963,Hip,Wd Sdng,Wd Sdng,None,0,Typical,PConc,Good,No,BLQ,2,ALQ,799,132,984,Typical,Y,SBrkr,984,0,984,1,0,1,0,3,1,5,Typ,1,Attchd,RFn,1,384,Typical,Paved,145,56,0,0,0,0,Minimum_Privacy,400,8,2008,WD,128000,-93.674093,42.036039
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12968,Pave,No_Alley_Access,Moderately_Irregular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Above_Average,1962,1962,Hip,HdBoard,Plywood,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,175,912,Typical,Y,SBrkr,912,0,912,1,0,1,0,2,1,4,Typ,0,Detchd,Unf,1,352,Typical,Paved,140,0,0,0,176,0,No_Fence,0,9,2008,WD,144000,-93.675743,42.035179
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,8100,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Feedr,OneFam,One_Story,Very_Good,1961,2007,Gable,Wd Sdng,Wd Sdng,None,0,Good,CBlock,Typical,No,ALQ,1,Unf,0,100,864,Excellent,Y,SBrkr,864,0,864,1,0,1,0,3,1,5,Typ,1,Detchd,Unf,1,420,Typical,Paved,132,0,0,0,0,0,No_Fence,0,7,2008,WD,135000,-93.673965,42.034614
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,65,8450,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,RRAe,TwoFmCon,One_Story,Average,1968,1968,Gable,HdBoard,HdBoard,None,0,Typical,CBlock,Fair,Mn,ALQ,1,Unf,0,0,890,Good,N,SBrkr,890,0,890,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,308,Typical,Paved,0,0,0,0,0,0,No_Fence,0,4,2008,WD,115000,-93.670997,42.03569
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,95,19508,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Average,1974,1974,Gable,HdBoard,ImStucc,BrkFace,144,Typical,CBlock,Typical,Av,ALQ,1,Unf,0,630,1430,Typical,Y,SBrkr,1430,0,1430,0,1,2,0,3,1,6,Typ,2,Attchd,Unf,2,484,Typical,Paved,117,108,165,0,0,0,No_Fence,0,7,2008,WD,192000,-93.66203,42.0375
Two_Story_1946_and_Newer,Residential_Low_Density,0,9205,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,1990,1991,Hip,HdBoard,HdBoard,BrkFace,304,Typical,PConc,Typical,No,ALQ,1,Unf,0,226,930,Excellent,Y,SBrkr,1364,1319,2683,1,0,2,1,4,1,9,Typ,2,Attchd,RFn,2,473,Typical,Paved,237,251,0,0,196,0,No_Fence,0,6,2008,WD,290000,-93.653482,42.047666
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,59,4282,Pave,Paved,Moderately_Irregular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,2004,2004,Gable,MetalSd,MetalSd,None,0,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,1375,1391,Excellent,Y,SBrkr,1391,0,1391,0,0,2,0,2,1,5,Typ,0,Attchd,RFn,2,530,Typical,Paved,156,158,0,0,0,0,No_Fence,0,7,2008,WD,196000,-93.647488,42.047467
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2280,Pave,Paved,Regular,Lvl,Inside,Gtl,Norm,Twnhs,Two_Story,Average,1999,1999,Gable,MetalSd,MetalSd,BrkFace,360,Typical,PConc,Typical,No,ALQ,1,Unf,0,195,744,Good,Y,SBrkr,757,744,1501,0,0,2,1,3,1,6,Typ,0,Detchd,Unf,2,440,Typical,Paved,0,0,0,0,0,0,No_Fence,0,8,2008,WD,179400,-93.644172,42.047102
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,0,4765,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,2000,2000,Hip,MetalSd,MetalSd,BrkFace,260,Typical,PConc,Typical,Av,GLQ,3,Unf,0,587,1614,Excellent,Y,SBrkr,1638,0,1638,1,0,2,0,2,1,5,Typ,1,Attchd,Fin,2,495,Typical,Paved,230,68,0,0,0,0,No_Fence,0,7,2008,WD,300000,-93.646984,42.046381
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,0,4538,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,2001,2001,Gable,VinylSd,VinylSd,BrkFace,179,Typical,PConc,Typical,Av,GLQ,3,Unf,0,306,1310,Excellent,Y,SBrkr,1310,0,1310,1,0,1,1,1,1,5,Typ,1,Attchd,RFn,2,545,Typical,Paved,277,45,0,0,0,0,No_Fence,0,7,2008,WD,285000,-93.646986,42.046377
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,42,4385,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,TwnhsE,One_Story,Average,2001,2001,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,GLQ,3,Unf,0,455,1419,Excellent,Y,SBrkr,1419,0,1419,1,0,1,1,2,1,5,Typ,1,Attchd,Fin,2,588,Typical,Paved,155,58,0,0,0,0,No_Fence,0,9,2008,WD,290000,-93.646989,42.046372
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2160,Pave,Paved,Regular,Lvl,Inside,Gtl,Norm,Twnhs,Two_Story,Average,1999,2000,Gable,MetalSd,MetalSd,BrkFace,212,Typical,PConc,Typical,No,BLQ,2,Unf,0,90,600,Excellent,Y,SBrkr,624,628,1252,1,0,2,1,2,1,4,Typ,0,Detchd,Unf,2,462,Typical,Paved,0,48,0,0,0,0,No_Fence,0,3,2008,WD,160000,-93.643746,42.046961
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2160,Pave,Paved,Regular,Lvl,Inside,Gtl,Norm,Twnhs,SLvl,Average,1999,2000,Gable,VinylSd,VinylSd,BrkFace,216,Typical,PConc,Typical,No,GLQ,3,Unf,0,72,672,Excellent,Y,SBrkr,684,720,1404,1,0,2,1,3,1,5,Typ,0,Detchd,Unf,2,462,Typical,Paved,20,0,0,0,0,0,No_Fence,0,6,2008,WD,170000,-93.643729,42.046962
Two_Story_1946_and_Newer,Floating_Village_Residential,79,10646,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Corner,Gtl,Norm,OneFam,Two_Story,Average,2001,2001,Gable,VinylSd,VinylSd,BrkFace,513,Typical,PConc,Typical,No,GLQ,3,Unf,0,177,858,Excellent,Y,SBrkr,872,917,1789,1,0,2,1,3,1,7,Typ,1,Attchd,Fin,2,546,Typical,Paved,0,0,0,0,0,0,No_Fence,0,6,2008,WD,223000,-93.643378,42.046647
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2645,Pave,Paved,Regular,Lvl,Inside,Gtl,Norm,Twnhs,Two_Story,Average,1999,1999,Gable,MetalSd,MetalSd,BrkFace,466,Typical,PConc,Typical,No,GLQ,3,Unf,0,348,960,Excellent,Y,SBrkr,962,624,1586,1,0,2,1,3,1,7,Typ,0,Detchd,Unf,2,480,Typical,Paved,169,0,0,0,0,0,No_Fence,0,12,2008,WD,170000,-93.641785,42.047171
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2645,Pave,Paved,Regular,Lvl,Inside,Gtl,Norm,Twnhs,Two_Story,Average,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456,Typical,PConc,Typical,No,GLQ,3,Unf,0,147,960,Excellent,Y,SBrkr,962,645,1607,1,0,2,1,3,1,7,Typ,0,Detchd,Unf,2,480,Typical,Paved,169,0,0,0,0,0,No_Fence,0,12,2008,ConLD,200000,-93.64177,42.047171
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,36,3951,Pave,Paved,Slightly_Irregular,Lvl,Inside,Gtl,Norm,TwnhsE,Two_Story,Average,1998,1999,Gable,BrkFace,MetalSd,None,0,Typical,PConc,Typical,Mn,BLQ,2,GLQ,842,0,970,Excellent,Y,SBrkr,1469,924,2393,1,0,2,1,2,1,7,Typ,1,Attchd,Fin,2,846,Typical,Paved,0,90,0,0,94,0,No_Fence,0,2,2008,WD,345000,-93.641742,42.047171
One_Story_PUD_1946_and_Newer,Residential_Low_Density,22,11064,Pave,No_Alley_Access,Moderately_Irregular,Lvl,CulDSac,Gtl,Norm,TwnhsE,One_Story,Average,1995,1995,Hip,BrkFace,BrkFace,None,0,Typical,PConc,Typical,Gd,LwQ,4,GLQ,670,0,1230,Excellent,Y,SBrkr,1239,0,1239,1,0,1,1,1,1,4,Typ,1,Attchd,Fin,2,477,Typical,Paved,172,24,0,0,0,0,No_Fence,0,8,2008,WD,217500,-93.648705,42.044419
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,103,16280,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,One_Story,Excellent,1976,2007,Gable,VinylSd,VinylSd,None,0,Excellent,CBlock,Excellent,Mn,GLQ,3,Rec,382,0,1426,Excellent,Y,SBrkr,1671,0,1671,1,0,3,0,3,1,6,Typ,1,Attchd,RFn,2,550,Typical,Paved,280,90,0,0,0,0,Good_Wood,0,5,2008,WD,290000,-93.658315,42.037578
Two_Story_1946_and_Newer,Floating_Village_Residential,0,7500,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,Norm,OneFam,Two_Story,Average,2002,2002,Gable,VinylSd,VinylSd,None,0,Typical,PConc,Typical,No,Unf,7,Unf,0,952,952,Excellent,Y,SBrkr,952,860,1812,0,0,2,1,3,1,7,Typ,1,Attchd,RFn,2,469,Typical,Paved,144,112,0,0,0,0,No_Fence,0,4,2008,WD,205000,-93.63922509999999,42.04872599999999
Split_or_Multilevel,Residential_Low_Density,0,11104,Pave,No_Alley_Access,Slightly_Irregular,Lvl,Inside,Gtl,Norm,OneFam,SLvl,Above_Average,1969,1969,Gable,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,Av,GLQ,3,Unf,0,599,1427,Good,Y,SBrkr,1427,0,1427,0,1,2,0,4,1,7,Typ,0,Attchd,RFn,2,516,Typical,Paved,0,0,0,0,216,0,No_Fence,0,5,2008,WD,183000,-93.63432720000002,42.0492538
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,15387,Pave,No_Alley_Access,Slightly_Irregular,Lvl,CulDSac,Gtl,Norm,OneFam,One_Story,Good,1967,1967,Gable,Plywood,Plywood,None,0,Typical,CBlock,Typical,No,ALQ,1,BLQ,294,723,1620,Excellent,Y,SBrkr,1620,0,1620,0,0,2,0,4,1,8,Typ,1,Attchd,Unf,2,578,Typical,Paved,0,62,192,0,0,0,No_Fence,450,8,2008,WD,215000,-93.631779,42.046399
Duplex_All_Styles_and_Ages,Residential_Low_Density,75,9750,Pave,No_Alley_Access,Regular,Lvl,Inside,Gtl,RRAn,Duplex,One_Story,Above_Average,1965,1965,Gable,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,1625,1625,Excellent,Y,SBrkr,1625,0,1625,0,0,2,0,4,2,8,Typ,0,Detchd,Unf,2,484,Typical,Paved,0,0,0,0,0,0,No_Fence,0,8,2008,ConLD,140500,-93.6324549,42.042943
